column1	column2	column3	column4	column5	column6
data465-1	data465-2	data465-3	data465-4	data465-5	data465-6
data466-1	data466-2	data466-3	data466-4	data466-5	data466-6
data467-1	data467-2	data467-3	data467-4	data467-5	data467-6
data468-1	data468-2	data468-3	data468-4	data468-5	data468-6
data469-1	data469-2	data469-3	data469-4	data469-5	data469-6
data470-1	data470-2	data470-3	data470-4	data470-5	data470-6
data471-1	data471-2	data471-3	data471-4	data471-5	data471-6
data472-1	data472-2	data472-3	data472-4	data472-5	data472-6
data473-1	data473-2	data473-3	data473-4	data473-5	data473-6
data474-1	data474-2	data474-3	data474-4	data474-5	data474-6
data475-1	data475-2	data475-3	data475-4	data475-5	data475-6
data476-1	data476-2	data476-3	data476-4	data476-5	data476-6
data477-1	data477-2	data477-3	data477-4	data477-5	data477-6
data478-1	data478-2	data478-3	data478-4	data478-5	data478-6
data479-1	data479-2	data479-3	data479-4	data479-5	data479-6
data480-1	data480-2	data480-3	data480-4	data480-5	data480-6
data481-1	data481-2	data481-3	data481-4	data481-5	data481-6
data482-1	data482-2	data482-3	data482-4	data482-5	data482-6
data483-1	data483-2	data483-3	data483-4	data483-5	data483-6
data484-1	data484-2	data484-3	data484-4	data484-5	data484-6
data485-1	data485-2	data485-3	data485-4	data485-5	data485-6
data486-1	data486-2	data486-3	data486-4	data486-5	data486-6
data487-1	data487-2	data487-3	data487-4	data487-5	data487-6
data488-1	data488-2	data488-3	data488-4	data488-5	data488-6
data489-1	data489-2	data489-3	data489-4	data489-5	data489-6
data490-1	data490-2	data490-3	data490-4	data490-5	data490-6
data491-1	data491-2	data491-3	data491-4	data491-5	data491-6
data492-1	data492-2	data492-3	data492-4	data492-5	data492-6
data493-1	data493-2	data493-3	data493-4	data493-5	data493-6
data494-1	data494-2	data494-3	data494-4	data494-5	data494-6
data495-1	data495-2	data495-3	data495-4	data495-5	data495-6
data496-1	data496-2	data496-3	data496-4	data496-5	data496-6
data497-1	data497-2	data497-3	data497-4	data497-5	data497-6
data498-1	data498-2	data498-3	data498-4	data498-5	data498-6
data499-1	data499-2	data499-3	data499-4	data499-5	data499-6
data500-1	data500-2	data500-3	data500-4	data500-5	data500-6
data501-1	data501-2	data501-3	data501-4	data501-5	data501-6
data502-1	data502-2	data502-3	data502-4	data502-5	data502-6
data503-1	data503-2	data503-3	data503-4	data503-5	data503-6
data504-1	data504-2	data504-3	data504-4	data504-5	data504-6
data505-1	data505-2	data505-3	data505-4	data505-5	data505-6
data506-1	data506-2	data506-3	data506-4	data506-5	data506-6
data507-1	data507-2	data507-3	data507-4	data507-5	data507-6
data508-1	data508-2	data508-3	data508-4	data508-5	data508-6
data509-1	data509-2	data509-3	data509-4	data509-5	data509-6
data510-1	data510-2	data510-3	data510-4	data510-5	data510-6
data511-1	data511-2	data511-3	data511-4	data511-5	data511-6
data512-1	data512-2	data512-3	data512-4	data512-5	data512-6
data513-1	data513-2	data513-3	data513-4	data513-5	data513-6
data514-1	data514-2	data514-3	data514-4	data514-5	data514-6
data515-1	data515-2	data515-3	data515-4	data515-5	data515-6
data516-1	data516-2	data516-3	data516-4	data516-5	data516-6
data517-1	data517-2	data517-3	data517-4	data517-5	data517-6
data518-1	data518-2	data518-3	data518-4	data518-5	data518-6
data519-1	data519-2	data519-3	data519-4	data519-5	data519-6
data520-1	data520-2	data520-3	data520-4	data520-5	data520-6
data521-1	data521-2	data521-3	data521-4	data521-5	data521-6
data522-1	data522-2	data522-3	data522-4	data522-5	data522-6
data523-1	data523-2	data523-3	data523-4	data523-5	data523-6
data524-1	data524-2	data524-3	data524-4	data524-5	data524-6
data525-1	data525-2	data525-3	data525-4	data525-5	data525-6
data526-1	data526-2	data526-3	data526-4	data526-5	data526-6
data527-1	data527-2	data527-3	data527-4	data527-5	data527-6
data528-1	data528-2	data528-3	data528-4	data528-5	data528-6
data529-1	data529-2	data529-3	data529-4	data529-5	data529-6
data530-1	data530-2	data530-3	data530-4	data530-5	data530-6
data531-1	data531-2	data531-3	data531-4	data531-5	data531-6
data532-1	data532-2	data532-3	data532-4	data532-5	data532-6
data533-1	data533-2	data533-3	data533-4	data533-5	data533-6
data534-1	data534-2	data534-3	data534-4	data534-5	data534-6
data535-1	data535-2	data535-3	data535-4	data535-5	data535-6
data536-1	data536-2	data536-3	data536-4	data536-5	data536-6
data537-1	data537-2	data537-3	data537-4	data537-5	data537-6
data538-1	data538-2	data538-3	data538-4	data538-5	data538-6
data539-1	data539-2	data539-3	data539-4	data539-5	data539-6
data540-1	data540-2	data540-3	data540-4	data540-5	data540-6
data541-1	data541-2	data541-3	data541-4	data541-5	data541-6
data542-1	data542-2	data542-3	data542-4	data542-5	data542-6
data543-1	data543-2	data543-3	data543-4	data543-5	data543-6
data544-1	data544-2	data544-3	data544-4	data544-5	data544-6
data545-1	data545-2	data545-3	data545-4	data545-5	data545-6
data546-1	data546-2	data546-3	data546-4	data546-5	data546-6
data547-1	data547-2	data547-3	data547-4	data547-5	data547-6
data548-1	data548-2	data548-3	data548-4	data548-5	data548-6
data549-1	data549-2	data549-3	data549-4	data549-5	data549-6
data550-1	data550-2	data550-3	data550-4	data550-5	data550-6
data551-1	data551-2	data551-3	data551-4	data551-5	data551-6
data552-1	data552-2	data552-3	data552-4	data552-5	data552-6
data553-1	data553-2	data553-3	data553-4	data553-5	data553-6
data554-1	data554-2	data554-3	data554-4	data554-5	data554-6
data555-1	data555-2	data555-3	data555-4	data555-5	data555-6
data556-1	data556-2	data556-3	data556-4	data556-5	data556-6
data557-1	data557-2	data557-3	data557-4	data557-5	data557-6
data558-1	data558-2	data558-3	data558-4	data558-5	data558-6
data559-1	data559-2	data559-3	data559-4	data559-5	data559-6
data560-1	data560-2	data560-3	data560-4	data560-5	data560-6
data561-1	data561-2	data561-3	data561-4	data561-5	data561-6
data562-1	data562-2	data562-3	data562-4	data562-5	data562-6
data563-1	data563-2	data563-3	data563-4	data563-5	data563-6
data564-1	data564-2	data564-3	data564-4	data564-5	data564-6
data565-1	data565-2	data565-3	data565-4	data565-5	data565-6
data566-1	data566-2	data566-3	data566-4	data566-5	data566-6
data567-1	data567-2	data567-3	data567-4	data567-5	data567-6
data568-1	data568-2	data568-3	data568-4	data568-5	data568-6
data569-1	data569-2	data569-3	data569-4	data569-5	data569-6
data570-1	data570-2	data570-3	data570-4	data570-5	data570-6
data571-1	data571-2	data571-3	data571-4	data571-5	data571-6
data572-1	data572-2	data572-3	data572-4	data572-5	data572-6
data573-1	data573-2	data573-3	data573-4	data573-5	data573-6
data574-1	data574-2	data574-3	data574-4	data574-5	data574-6
data575-1	data575-2	data575-3	data575-4	data575-5	data575-6
data576-1	data576-2	data576-3	data576-4	data576-5	data576-6
data577-1	data577-2	data577-3	data577-4	data577-5	data577-6
data578-1	data578-2	data578-3	data578-4	data578-5	data578-6
data579-1	data579-2	data579-3	data579-4	data579-5	data579-6
data580-1	data580-2	data580-3	data580-4	data580-5	data580-6
data581-1	data581-2	data581-3	data581-4	data581-5	data581-6
data582-1	data582-2	data582-3	data582-4	data582-5	data582-6
data583-1	data583-2	data583-3	data583-4	data583-5	data583-6
data584-1	data584-2	data584-3	data584-4	data584-5	data584-6
data585-1	data585-2	data585-3	data585-4	data585-5	data585-6
data586-1	data586-2	data586-3	data586-4	data586-5	data586-6
data587-1	data587-2	data587-3	data587-4	data587-5	data587-6
data588-1	data588-2	data588-3	data588-4	data588-5	data588-6
data589-1	data589-2	data589-3	data589-4	data589-5	data589-6
data590-1	data590-2	data590-3	data590-4	data590-5	data590-6
data591-1	data591-2	data591-3	data591-4	data591-5	data591-6
data592-1	data592-2	data592-3	data592-4	data592-5	data592-6
data593-1	data593-2	data593-3	data593-4	data593-5	data593-6
data594-1	data594-2	data594-3	data594-4	data594-5	data594-6
data595-1	data595-2	data595-3	data595-4	data595-5	data595-6
data596-1	data596-2	data596-3	data596-4	data596-5	data596-6
data597-1	data597-2	data597-3	data597-4	data597-5	data597-6
data598-1	data598-2	data598-3	data598-4	data598-5	data598-6
data599-1	data599-2	data599-3	data599-4	data599-5	data599-6
data600-1	data600-2	data600-3	data600-4	data600-5	data600-6
data601-1	data601-2	data601-3	data601-4	data601-5	data601-6
data602-1	data602-2	data602-3	data602-4	data602-5	data602-6
data603-1	data603-2	data603-3	data603-4	data603-5	data603-6
data604-1	data604-2	data604-3	data604-4	data604-5	data604-6
data605-1	data605-2	data605-3	data605-4	data605-5	data605-6
data606-1	data606-2	data606-3	data606-4	data606-5	data606-6
data607-1	data607-2	data607-3	data607-4	data607-5	data607-6
data608-1	data608-2	data608-3	data608-4	data608-5	data608-6
data609-1	data609-2	data609-3	data609-4	data609-5	data609-6
data610-1	data610-2	data610-3	data610-4	data610-5	data610-6
data611-1	data611-2	data611-3	data611-4	data611-5	data611-6
data612-1	data612-2	data612-3	data612-4	data612-5	data612-6
data613-1	data613-2	data613-3	data613-4	data613-5	data613-6
data614-1	data614-2	data614-3	data614-4	data614-5	data614-6
data615-1	data615-2	data615-3	data615-4	data615-5	data615-6
data616-1	data616-2	data616-3	data616-4	data616-5	data616-6
data617-1	data617-2	data617-3	data617-4	data617-5	data617-6
data618-1	data618-2	data618-3	data618-4	data618-5	data618-6
data619-1	data619-2	data619-3	data619-4	data619-5	data619-6
data620-1	data620-2	data620-3	data620-4	data620-5	data620-6
data621-1	data621-2	data621-3	data621-4	data621-5	data621-6
data622-1	data622-2	data622-3	data622-4	data622-5	data622-6
data623-1	data623-2	data623-3	data623-4	data623-5	data623-6
data624-1	data624-2	data624-3	data624-4	data624-5	data624-6
data625-1	data625-2	data625-3	data625-4	data625-5	data625-6
data626-1	data626-2	data626-3	data626-4	data626-5	data626-6
data627-1	data627-2	data627-3	data627-4	data627-5	data627-6
data628-1	data628-2	data628-3	data628-4	data628-5	data628-6
data629-1	data629-2	data629-3	data629-4	data629-5	data629-6
data630-1	data630-2	data630-3	data630-4	data630-5	data630-6
data631-1	data631-2	data631-3	data631-4	data631-5	data631-6
data632-1	data632-2	data632-3	data632-4	data632-5	data632-6
data633-1	data633-2	data633-3	data633-4	data633-5	data633-6
data634-1	data634-2	data634-3	data634-4	data634-5	data634-6
data635-1	data635-2	data635-3	data635-4	data635-5	data635-6
data636-1	data636-2	data636-3	data636-4	data636-5	data636-6
data637-1	data637-2	data637-3	data637-4	data637-5	data637-6
data638-1	data638-2	data638-3	data638-4	data638-5	data638-6
data639-1	data639-2	data639-3	data639-4	data639-5	data639-6
data640-1	data640-2	data640-3	data640-4	data640-5	data640-6
data641-1	data641-2	data641-3	data641-4	data641-5	data641-6
data642-1	data642-2	data642-3	data642-4	data642-5	data642-6
data643-1	data643-2	data643-3	data643-4	data643-5	data643-6
data644-1	data644-2	data644-3	data644-4	data644-5	data644-6
data645-1	data645-2	data645-3	data645-4	data645-5	data645-6
data646-1	data646-2	data646-3	data646-4	data646-5	data646-6
data647-1	data647-2	data647-3	data647-4	data647-5	data647-6
data648-1	data648-2	data648-3	data648-4	data648-5	data648-6
data649-1	data649-2	data649-3	data649-4	data649-5	data649-6
data650-1	data650-2	data650-3	data650-4	data650-5	data650-6
data651-1	data651-2	data651-3	data651-4	data651-5	data651-6
data652-1	data652-2	data652-3	data652-4	data652-5	data652-6
data653-1	data653-2	data653-3	data653-4	data653-5	data653-6
data654-1	data654-2	data654-3	data654-4	data654-5	data654-6
data655-1	data655-2	data655-3	data655-4	data655-5	data655-6
data656-1	data656-2	data656-3	data656-4	data656-5	data656-6
data657-1	data657-2	data657-3	data657-4	data657-5	data657-6
data658-1	data658-2	data658-3	data658-4	data658-5	data658-6
data659-1	data659-2	data659-3	data659-4	data659-5	data659-6
data660-1	data660-2	data660-3	data660-4	data660-5	data660-6
data661-1	data661-2	data661-3	data661-4	data661-5	data661-6
data662-1	data662-2	data662-3	data662-4	data662-5	data662-6
data663-1	data663-2	data663-3	data663-4	data663-5	data663-6
data664-1	data664-2	data664-3	data664-4	data664-5	data664-6
data665-1	data665-2	data665-3	data665-4	data665-5	data665-6
data666-1	data666-2	data666-3	data666-4	data666-5	data666-6
data667-1	data667-2	data667-3	data667-4	data667-5	data667-6
data668-1	data668-2	data668-3	data668-4	data668-5	data668-6
data669-1	data669-2	data669-3	data669-4	data669-5	data669-6
data670-1	data670-2	data670-3	data670-4	data670-5	data670-6
data671-1	data671-2	data671-3	data671-4	data671-5	data671-6
data672-1	data672-2	data672-3	data672-4	data672-5	data672-6
data673-1	data673-2	data673-3	data673-4	data673-5	data673-6
data674-1	data674-2	data674-3	data674-4	data674-5	data674-6
data675-1	data675-2	data675-3	data675-4	data675-5	data675-6
data676-1	data676-2	data676-3	data676-4	data676-5	data676-6
data677-1	data677-2	data677-3	data677-4	data677-5	data677-6
data678-1	data678-2	data678-3	data678-4	data678-5	data678-6
data679-1	data679-2	data679-3	data679-4	data679-5	data679-6
data680-1	data680-2	data680-3	data680-4	data680-5	data680-6
data681-1	data681-2	data681-3	data681-4	data681-5	data681-6
data682-1	data682-2	data682-3	data682-4	data682-5	data682-6
data683-1	data683-2	data683-3	data683-4	data683-5	data683-6
data684-1	data684-2	data684-3	data684-4	data684-5	data684-6
data685-1	data685-2	data685-3	data685-4	data685-5	data685-6
data686-1	data686-2	data686-3	data686-4	data686-5	data686-6
data687-1	data687-2	data687-3	data687-4	data687-5	data687-6
data688-1	data688-2	data688-3	data688-4	data688-5	data688-6
data689-1	data689-2	data689-3	data689-4	data689-5	data689-6
data690-1	data690-2	data690-3	data690-4	data690-5	data690-6
data691-1	data691-2	data691-3	data691-4	data691-5	data691-6
data692-1	data692-2	data692-3	data692-4	data692-5	data692-6
data693-1	data693-2	data693-3	data693-4	data693-5	data693-6
data694-1	data694-2	data694-3	data694-4	data694-5	data694-6
data695-1	data695-2	data695-3	data695-4	data695-5	data695-6
data696-1	data696-2	data696-3	data696-4	data696-5	data696-6
data697-1	data697-2	data697-3	data697-4	data697-5	data697-6
data698-1	data698-2	data698-3	data698-4	data698-5	data698-6
data699-1	data699-2	data699-3	data699-4	data699-5	data699-6
data700-1	data700-2	data700-3	data700-4	data700-5	data700-6
data701-1	data701-2	data701-3	data701-4	data701-5	data701-6
data702-1	data702-2	data702-3	data702-4	data702-5	data702-6
data703-1	data703-2	data703-3	data703-4	data703-5	data703-6
data704-1	data704-2	data704-3	data704-4	data704-5	data704-6
data705-1	data705-2	data705-3	data705-4	data705-5	data705-6
data706-1	data706-2	data706-3	data706-4	data706-5	data706-6
data707-1	data707-2	data707-3	data707-4	data707-5	data707-6
data708-1	data708-2	data708-3	data708-4	data708-5	data708-6
data709-1	data709-2	data709-3	data709-4	data709-5	data709-6
data710-1	data710-2	data710-3	data710-4	data710-5	data710-6
data711-1	data711-2	data711-3	data711-4	data711-5	data711-6
data712-1	data712-2	data712-3	data712-4	data712-5	data712-6
data713-1	data713-2	data713-3	data713-4	data713-5	data713-6
data714-1	data714-2	data714-3	data714-4	data714-5	data714-6
data715-1	data715-2	data715-3	data715-4	data715-5	data715-6
data716-1	data716-2	data716-3	data716-4	data716-5	data716-6
data717-1	data717-2	data717-3	data717-4	data717-5	data717-6
data718-1	data718-2	data718-3	data718-4	data718-5	data718-6
data719-1	data719-2	data719-3	data719-4	data719-5	data719-6
data720-1	data720-2	data720-3	data720-4	data720-5	data720-6
data721-1	data721-2	data721-3	data721-4	data721-5	data721-6
data722-1	data722-2	data722-3	data722-4	data722-5	data722-6
data723-1	data723-2	data723-3	data723-4	data723-5	data723-6
data724-1	data724-2	data724-3	data724-4	data724-5	data724-6
data725-1	data725-2	data725-3	data725-4	data725-5	data725-6
data726-1	data726-2	data726-3	data726-4	data726-5	data726-6
data727-1	data727-2	data727-3	data727-4	data727-5	data727-6
data728-1	data728-2	data728-3	data728-4	data728-5	data728-6
data729-1	data729-2	data729-3	data729-4	data729-5	data729-6
data730-1	data730-2	data730-3	data730-4	data730-5	data730-6
data731-1	data731-2	data731-3	data731-4	data731-5	data731-6
data732-1	data732-2	data732-3	data732-4	data732-5	data732-6
data733-1	data733-2	data733-3	data733-4	data733-5	data733-6
data734-1	data734-2	data734-3	data734-4	data734-5	data734-6
data735-1	data735-2	data735-3	data735-4	data735-5	data735-6
data736-1	data736-2	data736-3	data736-4	data736-5	data736-6
data737-1	data737-2	data737-3	data737-4	data737-5	data737-6
data738-1	data738-2	data738-3	data738-4	data738-5	data738-6
data739-1	data739-2	data739-3	data739-4	data739-5	data739-6
data740-1	data740-2	data740-3	data740-4	data740-5	data740-6
data741-1	data741-2	data741-3	data741-4	data741-5	data741-6
data742-1	data742-2	data742-3	data742-4	data742-5	data742-6
data743-1	data743-2	data743-3	data743-4	data743-5	data743-6
data744-1	data744-2	data744-3	data744-4	data744-5	data744-6
data745-1	data745-2	data745-3	data745-4	data745-5	data745-6
data746-1	data746-2	data746-3	data746-4	data746-5	data746-6
data747-1	data747-2	data747-3	data747-4	data747-5	data747-6
data748-1	data748-2	data748-3	data748-4	data748-5	data748-6
data749-1	data749-2	data749-3	data749-4	data749-5	data749-6
data750-1	data750-2	data750-3	data750-4	data750-5	data750-6
data751-1	data751-2	data751-3	data751-4	data751-5	data751-6
data752-1	data752-2	data752-3	data752-4	data752-5	data752-6
data753-1	data753-2	data753-3	data753-4	data753-5	data753-6
data754-1	data754-2	data754-3	data754-4	data754-5	data754-6
data755-1	data755-2	data755-3	data755-4	data755-5	data755-6
data756-1	data756-2	data756-3	data756-4	data756-5	data756-6
data757-1	data757-2	data757-3	data757-4	data757-5	data757-6
data758-1	data758-2	data758-3	data758-4	data758-5	data758-6
data759-1	data759-2	data759-3	data759-4	data759-5	data759-6
data760-1	data760-2	data760-3	data760-4	data760-5	data760-6
